name,country,difficulty,elevation (feet),elevation (meters),latitude,longitude,nearest major airport,year first climbed,continent
Ebbetts Peak,united states,walk up,9160,2792,38.5333,-119.8,reno,,north america
Ebright Azimuth,united states,walk up,442,135,39.836476,-75.520592,,,north america
Echo Peak,united states,scramble,11214,3418,44.942144,-111.462789,bozeman,,north america
Echo Peak,united states,basic snow/ice climb,8895,2711,38.856574,-120.072962,reno nv,,north america
Echo Tower,united states,technical climb,5980,1823,38.720015,-109.301495,salt lake city,1966,north america
"Eddy McKenney, Mount",united states,scramble,4790,1460,67.2667,-151.6,fairbanks ak,,north america
"Edith Cavell, Mount",canada,scramble,11033,3363,52.667378,-118.056507,edmonton or calgary alberta,1915,north america
"Edith, Mount",canada,scramble,8379,2554,51.2069,-115.668,calgary international,1900,north america
"Edwards, Mount",united states,walk up,13838,4217,39.636389,-105.793889,denver,,north america
Eiffel Peak,canada,scramble,10118,3084,51.332113,-116.235352,calgary international,1901,north america
Eight Dollar Mountain,united states,walk up,4001,1220,42.2581,-123.661,medford,,north america
Eightmile Mountain,united states,scramble,7996,2437,47.5322,-120.895,seattle,,north america
Eisenhower Peak,canada,technical climb,9029,2752,51.299711,-115.922413,calgary,1926,north america
"Eisenhower, Mount",united states,walk up,4780,1457,44.241144,-71.350619,,,north america
El Capitan,united states,walk up,7569,2307,37.7342,-119.637,oakland california reno nevada,1958,north america
El Capitan,united states,walk up,8085,2464,31.8333,-104.667,el paso texas,,north america
El Cielo,mexico,walk up,7500,2286,,,n/a,,north america
El Columpio,mexico,scramble,5577,1700,,,escobedo,,north america
El Cuexcomate,mexico,walk up,43,13,19.070556,-98.235278,hermanos serd?n puebla,,north america
El Diente,united states,scramble,14159,4316,37.8394,-108.005,telluride,,north america
El Gigante,mexico,technical climb,7169,2185,,-108,chihuahua,1998,north america
El Pinal,mexico,walk up,3937,1200,,,escobedo intl. airport,,north america
El Potosi,mexico,walk up,11975,3650,,,saltillo coahuila,,north america
"El Tigre, Volcan",honduras,walk up,2569,783,13.272,-87.641,,,north america
"Elbert, Mount",united states,walk up,14433,4399,39.1178,-106.445,denver colorado,1874,north america
"Elden, Mt",united states,walk up,9299,2834,,,pulluim,,north america
Eldorado Peak,united states,basic snow/ice climb,8868,2703,48.537626,-121.134283,seatac,1933,north america
Electric Peak,united states,scramble,10992,3350,45.0053,-110.837,billings,,north america
Elephant Butte,united states,scramble,7380,2249,48.7925,-121.2184,seattle-tacoma,,north america
Elephant Butte,united states,technical climb,5653,1723,38.695982,-109.540172,grand junction,,north america
Elephant Mountain,united states,walk up,10090,3075,45.4388,-110.99,bozeman,,north america
Elephants Back,united states,scramble,9585,2922,38.678207,-119.983535,lake tahoe ca,,north america
Elk Mountain,united states,walk up,6779,2066,47.926012,-123.361496,seattle-tacoma,,north america
Elk Thurston Ridge,canada,walk up,4400,1341,49.113096,-121.801643,vancouver,,north america
Elkhorn,canada,scramble,7201,2195,,,vancouver,1912,north america
Ellingwood Point,united states,walk up,14042,4280,37.5825,-105.492,colorado springs,,north america
"Ellinor, Mount",united states,walk up,5944,1812,47.521664,-123.260636,seattle,1879,north america
Elpoca Mountain,canada,,9961,3036,50.665,-115.027,calgary international airport,1960,north america
Emory Peak,united states,,7825,2385,29.2458,-103.304,el paso,,north america
Enchanted Rock,united states,walk up,1825,556,30.5066,-98.8189,austin,,north america
Enchantment Peak,united states,scramble,8250,2515,47.48905,-120.802789,seattle-tacoma,1948,north america
"Engadine, Mount",canada,scramble,9751,2972,50.865,-115.312,calgary international airport,1956,north america
"Eolus, Mount",united states,scramble,14083,4293,37.6228,-107.621,durango,,north america
Epaulette Mountain,canada,technical climb,10154,3095,51.865998,-116.735058,calgary,1924,north america
Escudilla Mountain,united states,walk up,10912,3326,33.955357,-109.125438,phoenix or alburquerque,,north america
"Ethan Allen, Mount",united states,,3680,1122,44.293945,-72.884008,,,north america
"Evan-Thomas, Mount",canada,,10164,3098,50.7633,-115.098,calgary international airport,1954,north america
"Evans, Mount",united states,walk up,14264,4350,39.5886,-105.643,denver colorado,,north america
Excelsior Peak,united states,walk up,5613,1710,48.934877,-121.790056,bellingham wa,,north america
"Fable, Mount",canada,scramble,8865,2702,51.1175,-115.226,calgary international,1947,north america
"Fairchild, Mount",united states,technical climb,6900,2103,47.900141,-123.633367,seattle-tacoma,1963,north america
Fairview Mountain,canada,scramble,9003,2744,51.399152,-116.223421,calgary international,1893,north america
"Fairweather, Mount",united states,basic snow/ice climb,15300,4663,58.9072,-137.527,juneau alaska,1931,north america
Fang Mountain,united states,technical climb,6736,2053,,,fairbanks,,north america
Fanno Peak,united states,walk up,3333,1016,44.869282,-123.643998,portland,,north america
"Fanny, Mount",united states,,7136,2175,45.307734,-117.730865,boise id,,north america
"Farnham, Mount",canada,technical climb,11460,3493,50.4883,-116.487,cranbrook airport,,north america
Fay,canada,technical climb,10610,3234,51.297457,-116.163597,calgary,1904,north america
"Fernow, Mount",united states,scramble,9249,2819,48.162536,-120.807509,seattle-tacoma,1932,north america
"Ferry, Mount",united states,scramble,6195,1888,47.842887,-123.5682,seattle-tacoma,,north america
"Field, Mount",united states,walk up,4341,1323,44.19667,-71.435549,,,north america
Fields Peak,united states,walk up,7362,2244,44.3386,-119.2587,boise id,,north america
Fifes Peaks,united states,scramble,6880,2097,46.974476,-121.328783,seattle-tacoma or yakima,,north america
Finney Peak,united states,walk up,5083,1549,48.380654,-121.745725,seattle,,north america
Fish,united states,walk up,4069,1248,61.744653,-149.195452,anchorage,,north america
Fish Mountain,united states,scramble,6729,2051,43.075401,-122.423095,medford or,,north america
Fisher Peak,united states,scramble,8040,2451,48.545285,-120.823693,seattle-tacoma,1940,north america
Fissile,canada,basic snow/ice climb,8000,2438,,,vancouver,,north america
Flattop,united states,walk up,3500,1067,61.0906,-149.665,anchorage,,north america
Flattop Mountain,united states,walk up,12493,3808,40.014732,-107.083392,denver international,,north america
Fletcher Mountain,united states,scramble,13951,4252,39.4033,-106.128,breckenridge,,north america
Floating Rock,united states,scramble,5120,1561,,,seattle,,north america
"Flume, Mount",united states,walk up,4327,1319,44.109066,-71.627898,burlington internationalvermont,,north america
Folger Peak,united states,walk up,9680,2950,38.4833,-119.8,reno,,north america
"Foraker, Mount",united states,basic snow/ice climb,17400,5304,62.9608,-151.398,anchorage alaska,1934,north america
"Forbes, Mount",canada,technical climb,11850,3612,51.860168,-116.932125,calgary alberta,1926,north america
Forbidden Peak,united states,technical climb,8815,2687,48.511601,-121.058478,seattle,1940,north america
Foremast,canada,scramble,8670,2643,50.9768,-117.331,calgary,,north america
"Formidable, Mount",united states,technical climb,8325,2537,48.4162,-121.067,seattle-tacoma,1938,north america
Fortress Mountain,united states,scramble,8760,2670,48.159587,-120.933466,seattle-tacoma,,north america
"Fortress, The",canada,scramble,9842,3000,50.8278,-115.239,calgary international,1957,north america
Forum Peak,canada,scramble,7922,2415,49.00449,-114.072161,lethbridge,,north america
Foss Peak,united states,scramble,6524,1989,46.755347,-121.712728,seattle-tacoma,,north america
Four Jacks,united states,walk up,7828,2386,,,seattle,,north america
Four Peaks,united states,scramble,7657,2334,34.1167,-111.083,phoenix sky harbor intl,,north america
Francs Peak,united states,walk up,13153,4009,43.9614,-109.33,cody,,north america
Frary Peak,united states,walk up,6596,2010,40.9619,-112.216,salt lake city,1851,north america
Freda Mountain,canada,walk up,6200,1890,,,vancouver,,north america
Fremont Peak,united states,scramble,13745,4190,43.1167,-109.617,jackson wy,1842,north america
Fremont Peak,united states,walk up,11969,3648,35.3231,-111.66,pullium,,north america
"Fremont, Mount",united states,walk up,7317,2230,46.925443,-121.673026,seattle-tacoma,,north america
"French, Mount",united states,walk up,13940,4249,39.1286,-106.482,denver,,north america
Frisco Mountain,united states,scramble,7760,2365,48.488915,-120.756515,seattle-tacoma,1926,north america
"Frissell, Mount",united states,walk up,2380,725,42.051083,-73.481972,hartford connecticut,,north america
"Frosty, Mount",canada,scramble,7900,2408,49.012654,-120.847549,abbotsford international / kelowna international,,north america
Frozen Head,united states,walk up,3324,1013,36.1225,-84.4583,nashville tennessee,,north america
Fuego,guatemala,walk up,12346,3763,,,la aurora guatemala city,,north america
"Fury, Mount",united states,technical climb,8292,2527,48.811866,-121.323094,seattle-tacoma,1938,north america
Fusillade Mountain,united states,scramble,8750,2667,48.640849,-113.723602,great falls mt,,north america
"Galatea, Mount",canada,scramble,10449,3185,50.8389,-115.275,calgary international,1930,north america
Gallatin Peak,united states,scramble,11015,3357,45.3683,111.365,gallatin field bozeman mt,,north america
Galleon Peak,united states,scramble,5283,1610,47.538201,-121.434346,seattle,,north america
Gannett Peak,united states,scramble,13804,4207,43.1844,-109.653,jackson wyoming,1922,north america
Gap Mountain,united states,scramble,1900,579,42.818906,-72.137693,manchester nh,,north america
"Garfield, Mount",united states,walk up,4500,1372,44.1869,-71.6114,manchester,,north america
"Garfield, Mount",united states,technical climb,5519,1682,47.552867,-121.49334,seattle-tacoma,1940,north america
"Garibaldi, Mount",canada,scramble,8786,2678,49.850657,-123.004818,vancouver,1907,north america
Garnet Peak,united states,walk up,5900,1798,32.908195,-116.453857,,,north america
"Gayley, Mt",united states,scramble,13510,4118,37.0833,-118.517,bishop,1927,north america
Gearhart Mountain,united states,scramble,8364,2549,42.51278,-120.86222,eugene airport,,north america
Gee Point,united states,walk up,4974,1516,48.429115,-121.82662,seattle,,north america
Gemini,greenland,walk up,3609,1100,70.877091,-22.159424,neterlit inaat east greenland,2006,north america
Gentle Mountain,united states,walk up,7552,2302,48.562494,-120.708246,seattle,,north america
Giant,united states,walk up,4629,1411,44.162566,-73.721094,plattsburg international,1797,north america
"Gibbs, Mt",united states,walk up,12773,3893,37.8771,-119.212,san francisco,1864,north america
Gilbert Mountain,united states,scramble,8023,2445,48.480944,-120.580959,seattle,,north america
Gilbert North Peak,united states,scramble,7917,2413,48.488738,-120.60515,seattle,,north america
Gilbert Peak,united states,walk up,13442,4097,40.8233,-110.34,slc international,,north america
"Gilbert, Mount",united states,walk up,13103,3994,37.1372,-118.597,,1928,north america
"Girouard, Mount",canada,scramble,9826,2995,51.236987,-115.404511,calgary international airport,1938,north america
Glacier Peak,united states,basic snow/ice climb,10541,3213,48.111227,-121.113992,seattle washington,1898,north america
"Glasgow, Mount",canada,scramble,9629,2935,50.756441,-114.93124,calgary,,north america
Glassy Mountain,united states,walk up,1647,502,34.900996,-82.659888,greenville-spartanburg airport,,north america
Goat Island Mountain,united states,scramble,7288,2221,46.884512,-121.647534,seattle-tacoma,1870,north america
Goat Mountain,united states,scramble,8826,2690,48.704585,-113.591723,great falls mt,,north america
Goat Rocks,united states,scramble,8184,2494,46.4885,-121.407,seattle-tacoma,1899,north america
Gobblers Knob,united states,scramble,10246,3123,40.6708,-111.683,salt lake city,,north america
Going-to-the-Sun Mountain,united states,scramble,9642,2939,48.690309,-113.636742,great falls mt,,north america
Gold Hill,united states,walk up,12716,3876,37.8942,-107.823,albuquerque,,north america
Golden Hinde,canada,scramble,7201,2195,49.662778,-125.746944,vancouver or victoria,,north america
Golden Horn,united states,scramble,8366,2550,48.603469,-120.732052,seattle-tacoma,1946,north america
Golgotha,united states,technical climb,8107,2471,61.659084,-154.173889,anchorage,,north america
Goode Mountain,united states,technical climb,9206,2804,48.482908,-120.910943,seatle-tacoma,1936,north america
"Goode, Mount",united states,,10610,3234,61.32,-147.98,anchorage,,north america
Goodsir Towers North,canada,basic snow/ice climb,11565,3525,51.210432,-116.414394,calgary international airport,1909,north america
Goose Bump,united states,scramble,7377,2249,,,seattle,,north america
Gothic Peak,united states,scramble,6213,1894,47.98366,-121.476774,seattle,1934,north america
Gothics,united states,walk up,4738,1444,44.127367,-73.858037,plattsburgh international airport,,north america
"Gould, Mount",united states,scramble,9553,2912,48.742437,-113.715105,kalispell montana,1920,north america
Government Peak,united states,walk up,1850,564,,,bay city,,north america
Governors Ridge,united states,scramble,6614,2016,46.864764,-121.573123,seattle-tacoma,,north america
Grabinet,united states,walk up,6882,2098,48.614271,-120.865445,seattle,,north america
"Graham, Mount",united states,walk up,10720,3267,32.7,-109.867,tucson,,north america
Grand Teton,united states,technical climb,13770,4197,43.7411,-110.802,jackson wyoming,1898,north america
Grandeur Peak,united states,walk up,8299,2530,40.707,-111.7592,salt lake international,,north america
Grandfather Mountain,united states,walk up,5964,1818,36.115,-81.8619,,,north america
Granite Mountain,united states,walk up,5629,1716,47.417334,-121.481205,seatac international airport,,north america
